Bio Tech/Engg,Cell biology,Chemical,General,Genetics,Nano technology,id_x,patent_id,assignee_id,id_y,type,name_first,name_last,organization
False,False,False,False,True,False,5681706,5681706,11a6f627cbc95ffaba27683d962d5ba3,11a6f627cbc95ffaba27683d962d5ba3,2,,,Health Research Inc.
False,False,False,True,False,False,5681726,5681726,603886c855817f46a18d5317bfa4229c,603886c855817f46a18d5317bfa4229c,2,,,Stratagene 
False,False,False,False,True,False,5681730,5681730,e8c2b860af59deaab140281747beb911,e8c2b860af59deaab140281747beb911,3,,,Wisconsin Alumni Research Foundation
False,False,False,True,True,False,5681733,5681733,3c42161e6478ba82c32dec7ae94d0a00,3c42161e6478ba82c32dec7ae94d0a00,2,,,IBEX Technologies Corp.
False,False,False,False,True,False,5681735,5681735,b1e94352cfee78233311f04486a2cd3f,b1e94352cfee78233311f04486a2cd3f,2,,,Fox Chase Cancer Center
False,False,False,True,False,False,5681739,5681739,7e742eb44474444ce792beacd944272a,7e742eb44474444ce792beacd944272a,2,,,Lockheed Idaho Technologies Company
False,False,False,False,True,False,5681745,5681745,41c2e1577f2ef6767a70fc9abe3fb1b5,41c2e1577f2ef6767a70fc9abe3fb1b5,6,,,Th United States of America as represented by the Secretary of the Army
False,False,False,False,True,False,5681745,5681745,3361222ef51cb2178a878af219d2e224,3361222ef51cb2178a878af219d2e224,2,,,The Trustees of Boston University
True,False,False,False,False,False,5681872,5681872,9b541288f02d3ae96b10e6d09e0322ad,9b541288f02d3ae96b10e6d09e0322ad,2,,,"Orthovita, Inc."
False,False,False,True,False,False,5681931,5681931,1058e378c4bb901f939d13d24e0b0d4c,1058e378c4bb901f939d13d24e0b0d4c,2,,,"Becton, Dickinson and Company"
False,False,False,False,True,False,5681932,5681932,7842d4a3c63f3eec2ded513ced2c398f,7842d4a3c63f3eec2ded513ced2c398f,2,,,Eli Lilly and Company
False,False,False,False,True,False,5681933,5681933,98b8a02c61c2414f256096716785aba5,98b8a02c61c2414f256096716785aba5,2,,,Mass. Inst. of Technology 
False,False,False,False,True,False,5681933,5681933,89781a17b9c2966b3b592323eae53fc0,89781a17b9c2966b3b592323eae53fc0,2,,,Tufts College
False,False,False,False,True,False,5681933,5681933,abdc5ee212f1de53f65b90a24a155f03,abdc5ee212f1de53f65b90a24a155f03,2,,,New England Med. Center Hospitals 
False,False,False,False,True,False,5681933,5681933,6b1a6814b0d76dd760a1cfa92b2f711a,6b1a6814b0d76dd760a1cfa92b2f711a,2,,,Wellesley College
False,False,False,False,True,False,5681934,5681934,9a620887749a7b642c41db2d6388f14b,9a620887749a7b642c41db2d6388f14b,2,,,"Board of Regents, University of Texas System"
False,False,False,False,True,False,5681941,5681941,51f45167515eb8c27f11f9a5c5b830cf,51f45167515eb8c27f11f9a5c5b830cf,2,,,"Isis Pharmaceuticals, Inc."
True,False,False,False,False,False,5683442,5683442,992a31f9f0f3099717b97af497d20522,992a31f9f0f3099717b97af497d20522,2,,,"Smith & Nephew, Inc."
False,False,False,False,True,False,5683527,5683527,c8b08ef1d064f9d5b743cdf01e585cac,c8b08ef1d064f9d5b743cdf01e585cac,2,,,Dow Corning Corporation
False,False,False,False,True,False,5683696,5683696,2c952239d3c2bf7f1ac2eb4ec7751d6b,2c952239d3c2bf7f1ac2eb4ec7751d6b,2,,,"New York Blood Center, Inc."
False,False,False,False,True,False,5683700,5683700,f973713253a499469fe8cf02379e2084,f973713253a499469fe8cf02379e2084,2,,,Glaxo Wellcome Inc.
False,False,False,False,True,False,5683868,5683868,62683d3229beb15dfc00a7a7b53f12a3,62683d3229beb15dfc00a7a7b53f12a3,2,,,E. I. du Pont de Nemours and Company
False,False,False,False,True,False,5683869,5683869,47d3190e77e5a3a53558812f597b0b92,47d3190e77e5a3a53558812f597b0b92,2,,,Duke University
False,False,False,False,True,False,5683905,5683905,4f45531bd1684a221716f54db60ca150,4f45531bd1684a221716f54db60ca150,2,,,"Genentech, Inc."
False,False,False,False,True,False,5683912,5683912,b9519ecaaa5539279c15631b716522ed,b9519ecaaa5539279c15631b716522ed,2,,,The Salk Institute for Biological Studies
False,False,False,True,False,False,5684152,5684152,acc1d0b78aac28dd8ea9f6fb5ca7c3b6,acc1d0b78aac28dd8ea9f6fb5ca7c3b6,2,,,"Merck & Co., Inc."
False,False,False,False,True,False,5684184,5684184,486f4ecb7a31de4a21978bdf1475fc55,486f4ecb7a31de4a21978bdf1475fc55,2,,,Exxon Chemical Patents Inc.
False,False,False,False,True,False,5684214,5684214,470ff3b4201ae2d92337e0990de26655,470ff3b4201ae2d92337e0990de26655,2,,,Shell Oil Company
False,False,False,True,False,False,5684238,5684238,17c3cf7c8def60821f735167a6781ddf,17c3cf7c8def60821f735167a6781ddf,2,,,Amoco Corporation
False,False,False,False,True,False,5684239,5684239,e6ce8735705ef2bb8ef4ac12f2ea35ea,e6ce8735705ef2bb8ef4ac12f2ea35ea,2,,,"Cornell Research Foundation, Inc."
True,False,False,False,False,False,5685306,5685306,992a31f9f0f3099717b97af497d20522,992a31f9f0f3099717b97af497d20522,2,,,"Smith & Nephew, Inc."
False,False,False,False,True,False,5685993,5685993,5be840a7a8341c995ab32425aa00cbcc,5be840a7a8341c995ab32425aa00cbcc,2,,,Pitts-Mont Environmental Reclamation Corporation 
False,False,True,False,False,False,5686058,5686058,784139323fccbdb9c91d6a953dd24a1f,784139323fccbdb9c91d6a953dd24a1f,3,,,Amersham International plc.
False,False,False,False,True,False,5686092,5686092,6db47534c686c24026078115d28e6a42,6db47534c686c24026078115d28e6a42,2,,,Alkermes Controlled Therapeutics Inc. II
False,False,False,False,True,False,5686120,5686120,e8c2b860af59deaab140281747beb911,e8c2b860af59deaab140281747beb911,3,,,Wisconsin Alumni Research Foundation
False,False,False,False,True,False,5686180,5686180,0d9796169c0da4d681a710a638bf38d5,0d9796169c0da4d681a710a638bf38d5,2,,,Central Products Company
False,False,False,False,True,False,5686240,5686240,67637b46531af85d2f2b49ebd43178af,67637b46531af85d2f2b49ebd43178af,2,,,The Mount Sinai School of Medicine of the City University of New York 
False,False,False,False,True,False,5686263,5686263,4f45531bd1684a221716f54db60ca150,4f45531bd1684a221716f54db60ca150,2,,,"Genentech, Inc."
False,False,False,False,True,False,5686265,5686265,0065c0404b47536a195fcd7b5f54529c,0065c0404b47536a195fcd7b5f54529c,2,,,Dana Farber Cancer Institute 
False,False,False,False,True,False,5686278,5686278,7ca2a0c4dfde1db73d3723e8eb659493,7ca2a0c4dfde1db73d3723e8eb659493,2,,,Indiana University Foundation
False,False,False,False,True,False,5686282,5686282,79716e4a0837f67df954541b289a1ddd,79716e4a0837f67df954541b289a1ddd,2,,,Novartis Finance Corporation
False,False,False,False,True,False,5686283,5686283,79716e4a0837f67df954541b289a1ddd,79716e4a0837f67df954541b289a1ddd,2,,,Novartis Finance Corporation
False,False,False,False,True,False,5686295,5686295,79716e4a0837f67df954541b289a1ddd,79716e4a0837f67df954541b289a1ddd,2,,,Novartis Finance Corporation
False,False,False,True,False,False,5686299,5686299,7e742eb44474444ce792beacd944272a,7e742eb44474444ce792beacd944272a,2,,,Lockheed Idaho Technologies Company
False,False,False,False,True,False,5686375,5686375,d122e9e56f199b85f6de8161f77050c7,d122e9e56f199b85f6de8161f77050c7,2,,,UOP
False,False,False,False,True,False,5686380,5686380,708dfd1900b6b4256c556ab31d958e2a,708dfd1900b6b4256c556ab31d958e2a,2,,,Arco Chemical Technology L.P.
False,False,False,True,False,False,5686433,5686433,f5531bbf946b7f996bb51a301fb21e9e,f5531bbf946b7f996bb51a301fb21e9e,2,,,"E.R. Squibb & Sons, Inc."
False,False,False,False,True,False,5686601,5686601,a3ed3d715ef2421b4994b79f40aa9041,a3ed3d715ef2421b4994b79f40aa9041,2,,,The Penn State Research Foundation
False,False,False,False,True,False,5686649,5686649,4778151c1c191000c71f95dfd8ba450f,4778151c1c191000c71f95dfd8ba450f,2,,,The Rockefeller University
False,False,False,False,True,False,5688501,5688501,dccdbc6c6e1cc191845af2fadad2cd8a,dccdbc6c6e1cc191845af2fadad2cd8a,2,,,"Exponential Biotherapies, Inc. "
False,False,False,False,True,False,5688501,5688501,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,False,False,True,False,5688511,5688511,9a620887749a7b642c41db2d6388f14b,9a620887749a7b642c41db2d6388f14b,2,,,"Board of Regents, University of Texas System"
False,False,False,True,False,False,5688513,5688513,1ee8fae2374654bcd82a1d668f50acde,1ee8fae2374654bcd82a1d668f50acde,2,,,Hoffmann-La Roche Inc.
False,False,False,False,True,False,5688641,5688641,85a80feb55783ae4cb1b9879cf33a37b,85a80feb55783ae4cb1b9879cf33a37b,2,,,"Dana-Farber Cancer Institute, Inc."
False,False,False,False,True,False,5688656,5688656,8f84a724ea3e6a537bf007d1dde37f32,8f84a724ea3e6a537bf007d1dde37f32,2,,,The Regents of the University of Michigan
False,False,False,False,True,False,5688666,5688666,4f45531bd1684a221716f54db60ca150,4f45531bd1684a221716f54db60ca150,2,,,"Genentech, Inc."
False,False,False,False,True,False,5688675,5688675,f49c06a6a45eb7418f66edc7958d21a1,f49c06a6a45eb7418f66edc7958d21a1,2,,,Research Foundation of State University of New York
False,False,False,False,True,False,5688676,5688676,f49c06a6a45eb7418f66edc7958d21a1,f49c06a6a45eb7418f66edc7958d21a1,2,,,Research Foundation of State University of New York
False,False,False,False,True,False,5688689,5688689,3dd8adf7378218b42943d9cf442a40be,3dd8adf7378218b42943d9cf442a40be,3,,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
False,False,False,False,True,False,5688691,5688691,b9519ecaaa5539279c15631b716522ed,b9519ecaaa5539279c15631b716522ed,2,,,The Salk Institute for Biological Studies
False,False,False,False,True,False,5688773,5688773,d58141dfc71723006c3d34146e3652c3,d58141dfc71723006c3d34146e3652c3,2,,,The General Hospital Corporation
False,False,False,False,True,False,5688773,5688773,807acc53909b619a3e5e4aa4a56cb965,807acc53909b619a3e5e4aa4a56cb965,2,,,Boston University
False,False,False,False,True,False,5688773,5688773,85a80feb55783ae4cb1b9879cf33a37b,85a80feb55783ae4cb1b9879cf33a37b,2,,,"Dana-Farber Cancer Institute, Inc."
False,False,False,True,False,False,5688785,5688785,e0d49006ff0e0610518e161d525205b0,e0d49006ff0e0610518e161d525205b0,2,,,Schering Corporation
False,False,False,False,True,False,5688803,5688803,1ee8fae2374654bcd82a1d668f50acde,1ee8fae2374654bcd82a1d668f50acde,2,,,Hoffmann-La Roche Inc.
False,False,False,False,True,False,5688915,5688915,3d37ddfbad6e47d18bb8a1fc91c02ea9,3d37ddfbad6e47d18bb8a1fc91c02ea9,2,,,University of Medicine and Dentistry of New Jersey
False,False,False,False,True,False,5689016,5689016,470ff3b4201ae2d92337e0990de26655,470ff3b4201ae2d92337e0990de26655,2,,,Shell Oil Company
False,False,False,False,True,False,5689040,5689040,0a4642a77d52197c97f5d592966b68d7,0a4642a77d52197c97f5d592966b68d7,2,,,The Regents of the University of California
False,False,False,False,True,False,5689042,5689042,e8c2b860af59deaab140281747beb911,e8c2b860af59deaab140281747beb911,3,,,Wisconsin Alumni Research Foundation
False,False,False,False,True,False,5689044,5689044,5eb5c271c84d76fd370424fa070a5271,5eb5c271c84d76fd370424fa070a5271,2,,,Novartis Corporation
False,False,False,False,True,False,5689049,5689049,a888ae65c3b1afc7f6838f74ffb7206b,a888ae65c3b1afc7f6838f74ffb7206b,2,,,"Pioneer Hi-Bred International, Inc."
False,False,False,False,True,False,5689051,5689051,a888ae65c3b1afc7f6838f74ffb7206b,a888ae65c3b1afc7f6838f74ffb7206b,2,,,"Pioneer Hi-Bred International, Inc."
False,False,False,False,True,False,5689052,5689052,9fc16c01386581d36640bc4f20184023,9fc16c01386581d36640bc4f20184023,2,,,Monsanto Company
False,False,False,False,True,False,5689056,5689056,a7094057b919bb01e5f3397a0597807d,a7094057b919bb01e5f3397a0597807d,2,,,"Virginia Tech Intellectual Properties, Inc."
False,False,False,True,False,False,5690173,5690173,8d5907a4804a4989a3a6b6555fabb74c,8d5907a4804a4989a3a6b6555fabb74c,2,,,General Motors Corporation
False,False,False,False,True,False,5690863,5690863,fb5b6f9ad65c1bb80c1b0eb4bdbe0b24,fb5b6f9ad65c1bb80c1b0eb4bdbe0b24,2,,,"Optical Polymer Research, Inc."
False,False,False,False,True,False,5690939,5690939,98765049f8da24259cbdbcd21ace813d,98765049f8da24259cbdbcd21ace813d,3,,,Akzo Nobel N.V.
False,False,False,True,False,False,5691136,5691136,e23667d3dd2be66783ffaf41f986f07b,e23667d3dd2be66783ffaf41f986f07b,2,,,Baylor College of Medicine
False,False,False,False,True,False,5691139,5691139,5bda8775a7a36fdd66fbca12c61324d2,5bda8775a7a36fdd66fbca12c61324d2,2,,,Chiron Corporation
False,False,False,False,True,False,5691140,5691140,c97f5e90419cf280f8036591cde5ca1e,c97f5e90419cf280f8036591cde5ca1e,2,,,"New England Biolabs, Inc."
False,False,False,True,False,False,5691161,5691161,7842d4a3c63f3eec2ded513ced2c398f,7842d4a3c63f3eec2ded513ced2c398f,2,,,Eli Lilly and Company
False,False,False,True,True,False,5691170,5691170,f5a18fae66f1b5a5db1ea6ee24e526f2,f5a18fae66f1b5a5db1ea6ee24e526f2,2,,,Therion Biologics 
False,False,False,False,True,False,5691268,5691268,b9bed5c26d82998aae60c288b0ce44c8,b9bed5c26d82998aae60c288b0ce44c8,2,,,Exxon Research & Engineering Co.
False,False,False,True,False,False,5691306,5691306,8a6e79695264c46c55eee4b11a7e2e40,8a6e79695264c46c55eee4b11a7e2e40,3,,,National Research Council of Canada
False,False,False,True,False,False,5691322,5691322,f5531bbf946b7f996bb51a301fb21e9e,f5531bbf946b7f996bb51a301fb21e9e,2,,,"E.R. Squibb & Sons, Inc."
False,False,False,True,False,False,5691351,5691351,85f68b724587f17d75725f58db29012c,85f68b724587f17d75725f58db29012c,2,,,Abbott Laboratories
False,False,False,True,False,False,5691381,5691381,2a3b08f1c2cf741a6367455f29fa255a,2a3b08f1c2cf741a6367455f29fa255a,2,,,The Dupont Merck Pharmaceutical Company
False,False,False,False,True,False,5691460,5691460,cb1db83d9435f4e452f39d93e22cbe82,cb1db83d9435f4e452f39d93e22cbe82,2,,,The University of Texas Systems
False,False,True,False,False,False,5693435,5693435,6b3e4d55ee03126885ee486e34763f8a,6b3e4d55ee03126885ee486e34763f8a,2,,,"Bell Communications Research, Inc."
False,False,False,False,True,False,5693473,5693473,f2d5955cebf1a25cb83987f82b87ec96,f2d5955cebf1a25cb83987f82b87ec96,2,,,"Myriad Genetics, Inc."
False,False,False,False,True,False,5693489,5693489,7f6df131a9610a42d67ddfbb9e2a3989,7f6df131a9610a42d67ddfbb9e2a3989,2,,,"Associated Universities, Inc."
False,False,False,True,False,False,5693506,5693506,0a4642a77d52197c97f5d592966b68d7,0a4642a77d52197c97f5d592966b68d7,2,,,The Regents of the University of California
False,False,False,False,True,False,5693507,5693507,eef15849d344c0101b0f5f16f1ba7145,eef15849d344c0101b0f5f16f1ba7145,2,,,Auburn University
False,False,False,False,True,False,5693511,5693511,d9a20f2fb9e17a6ab45a8d3b4e937f0b,d9a20f2fb9e17a6ab45a8d3b4e937f0b,2,,,Mayo Foundation for Medical Education and Research
False,False,False,False,True,False,5693519,5693519,92c03e5855abfb41f26d26a404f1c668,92c03e5855abfb41f26d26a404f1c668,2,,,The Board of Supervisors of Louisiana State University and Agricultural and Mechanical College
False,False,False,False,True,False,5693536,5693536,45aa42f79e7a40ed5fb1f697411616d0,45aa42f79e7a40ed5fb1f697411616d0,2,,,Johns Hopkins Univ. 
False,False,False,False,True,False,5693536,5693536,ad1af7fb1ece776dabe4ae29804903e0,ad1af7fb1ece776dabe4ae29804903e0,2,,,UNIVERSITY OF UTAH
False,False,False,False,True,False,5693588,5693588,087c8795b690e12ed237366114b2f43d,087c8795b690e12ed237366114b2f43d,6,,,The Unites States of America as represented by the Department of Energy
False,False,False,False,True,False,5693755,5693755,1ee8fae2374654bcd82a1d668f50acde,1ee8fae2374654bcd82a1d668f50acde,2,,,Hoffmann-La Roche Inc.
False,False,False,False,True,False,5693773,5693773,32843a87be9a114f2c95de1074536294,32843a87be9a114f2c95de1074536294,2,,,Hysitron Incorporated
False,False,False,True,False,False,5693774,5693774,79716e4a0837f67df954541b289a1ddd,79716e4a0837f67df954541b289a1ddd,2,,,Novartis Finance Corporation
False,False,False,False,True,False,5693781,5693781,7830091952fe4b5de8f148909ae36282,7830091952fe4b5de8f148909ae36282,3,,,Mitsubishi Metal Corporation
False,False,True,False,False,False,5695887,5695887,6b3e4d55ee03126885ee486e34763f8a,6b3e4d55ee03126885ee486e34763f8a,2,,,"Bell Communications Research, Inc."
False,False,False,False,True,False,5695937,5695937,6b7a166d8fdca10e2d6a884fdd3f5aaf,6b7a166d8fdca10e2d6a884fdd3f5aaf,2,,,The Johns Hopkins University School of Medicine
False,False,False,False,True,False,5695965,5695965,00b33a0593cdf695b5d5f1b516665c3d,00b33a0593cdf695b5d5f1b516665c3d,2,,,"Hawaii Biotechnology Group, Inc."
False,False,False,False,True,False,5695967,5695967,7fba955a23fa00c183763cd6487997ca,7fba955a23fa00c183763cd6487997ca,2,,,Case Western Reserve University
False,False,False,False,True,False,5695977,5695977,b3fe39113402da0b7447e012550e763b,b3fe39113402da0b7447e012550e763b,2,,,Genetic Information Research Institute 
False,False,False,True,False,False,5695980,5695980,3686bcf30f5e1a292b35cc938dc08b8b,3686bcf30f5e1a292b35cc938dc08b8b,2,,,"Human Genome Sciences, Inc."
False,False,False,False,True,False,5695993,5695993,4cfe5d1e2636850ee877ffa709352458,4cfe5d1e2636850ee877ffa709352458,2,,,Oklahoma Medical Research Foundation
False,False,False,True,True,False,5696079,5696079,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,False,True,False,False,5696091,5696091,f4e70632dc8013291016d3b164162acd,f4e70632dc8013291016d3b164162acd,2,,,"Alkon Laboratories, Inc."
False,False,False,False,True,False,5696248,5696248,d8bef40b1fe4378272a6dda74244b1f4,d8bef40b1fe4378272a6dda74244b1f4,3,,,Hoechst Aktiengesellschaft
False,False,False,False,True,False,5696284,5696284,37430ebf5dbd70c1ab595995341bcb38,37430ebf5dbd70c1ab595995341bcb38,3,,,BP Chemicals Limited
False,False,False,False,True,False,5697976,5697976,170cf4979efb5ccc465e80f7022b1e62,170cf4979efb5ccc465e80f7022b1e62,2,,,United States Surgical Corporation
False,False,False,True,True,False,5698202,5698202,91a4c3a77cdfa3688934646f09bfe5ee,91a4c3a77cdfa3688934646f09bfe5ee,2,,,The Trustees of the University of Pennsylvania
False,False,False,True,True,False,5698202,5698202,5aabace90ad735ade9f30924b0db2756,5aabace90ad735ade9f30924b0db2756,2,,,The Wistar Institute of Anatomy and Biology
False,False,True,False,False,False,5698338,5698338,68e37ddfc16dcb30912f2e0fe8d38188,68e37ddfc16dcb30912f2e0fe8d38188,2,,,"Valence Technology, Inc. "
False,False,False,False,True,False,5698389,5698389,8460038f5202209b164ae744032abbb6,8460038f5202209b164ae744032abbb6,2,,,"Tularik, Inc."
False,False,False,True,False,False,5698404,5698404,23dfb8046c745c59c2011a927950c49c,23dfb8046c745c59c2011a927950c49c,2,,,University of Pennsylvania
False,False,False,False,True,False,5698415,5698415,19bc82c805f4a35c23475249ebcc6cb0,19bc82c805f4a35c23475249ebcc6cb0,3,,,Novo Nordisk A/S
False,False,False,False,True,False,5698429,5698429,545f0b680a7a0ad44c107af17a8898e4,545f0b680a7a0ad44c107af17a8898e4,2,,,"Lockheed Martin Energy Systems, Inc. "
False,False,False,True,False,False,5698441,5698441,2b9a61190e5f1cfc3e922f0839df2145,2b9a61190e5f1cfc3e922f0839df2145,2,,,Exxon Reseach and Engineering Company
False,False,False,True,False,False,5698530,5698530,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,False,False,True,False,5698531,5698531,8f84a724ea3e6a537bf007d1dde37f32,8f84a724ea3e6a537bf007d1dde37f32,2,,,The Regents of the University of Michigan
False,False,False,True,False,False,5698548,5698548,e0d49006ff0e0610518e161d525205b0,e0d49006ff0e0610518e161d525205b0,2,,,Schering Corporation
False,False,False,False,True,False,5698632,5698632,e9392087a873d8607cede39e8fbb26e6,e9392087a873d8607cede39e8fbb26e6,2,,,GENERAL ELECTRIC COMPANY
False,False,False,True,False,False,5698671,5698671,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,False,False,True,False,5698685,5698685,f96a18e63fb66f15d5667c4bf3898484,f96a18e63fb66f15d5667c4bf3898484,2,,,Antivirals Inc.
False,False,False,False,True,False,5698745,5698745,62683d3229beb15dfc00a7a7b53f12a3,62683d3229beb15dfc00a7a7b53f12a3,2,,,E. I. du Pont de Nemours and Company
False,False,False,False,True,False,5698764,5698764,0a4642a77d52197c97f5d592966b68d7,0a4642a77d52197c97f5d592966b68d7,2,,,The Regents of the University of California
False,False,False,False,True,False,5698764,5698764,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,True,False,False,False,5700298,5700298,68e37ddfc16dcb30912f2e0fe8d38188,68e37ddfc16dcb30912f2e0fe8d38188,2,,,"Valence Technology, Inc. "
False,False,False,False,True,False,5700440,5700440,14f27cbe9e2011d3c7c1dc6e5efd12a3,14f27cbe9e2011d3c7c1dc6e5efd12a3,3,,,National Science Council 
False,False,False,False,True,False,5700470,5700470,4cf85bc4343f1019919be6ff89bceed9,4cf85bc4343f1019919be6ff89bceed9,3,,,"Sumitomo Pharmaceuticals Company, Limited"
False,False,False,False,True,False,5700532,5700532,001763141777df50570fcd8174fd4a24,001763141777df50570fcd8174fd4a24,2,,,"Highland Industries, Inc."
False,False,True,False,False,False,5700598,5700598,6b3e4d55ee03126885ee486e34763f8a,6b3e4d55ee03126885ee486e34763f8a,2,,,"Bell Communications Research, Inc."
False,False,False,False,True,False,5700657,5700657,699d9d0de11b514f37709c928adc711b,699d9d0de11b514f37709c928adc711b,2,,,Genzyme Corporation
False,False,False,False,True,False,5700661,5700661,40a20f56a418ee5ef2e6338abe74f279,40a20f56a418ee5ef2e6338abe74f279,3,,,"Kyowa Hakko Kogyo Co., Ltd."
False,False,False,False,True,False,5700690,5700690,91a4c3a77cdfa3688934646f09bfe5ee,91a4c3a77cdfa3688934646f09bfe5ee,2,,,The Trustees of the University of Pennsylvania
False,False,False,False,True,False,5700856,5700856,d2fcd9ad11bace2c0c5f87503c7696a2,d2fcd9ad11bace2c0c5f87503c7696a2,2,,,Hehr International
False,False,False,False,True,False,5700857,5700857,62683d3229beb15dfc00a7a7b53f12a3,62683d3229beb15dfc00a7a7b53f12a3,2,,,E. I. du Pont de Nemours and Company
False,False,False,True,True,False,5700926,5700926,63b21d85d3580aeb516adfceb75db76b,63b21d85d3580aeb516adfceb75db76b,2,,,Washington University
False,False,False,False,True,False,5702384,5702384,76263f54808132365911e8ec84d71588,76263f54808132365911e8ec84d71588,3,,,"Olympus Optical Co., Ltd."
False,False,False,False,True,False,5702387,5702387,413b79e3fbbd80af9ecbb8f2525e91b0,413b79e3fbbd80af9ecbb8f2525e91b0,2,,,Valleylab Inc 
True,False,False,False,False,False,5702446,5702446,9a620887749a7b642c41db2d6388f14b,9a620887749a7b642c41db2d6388f14b,2,,,"Board of Regents, University of Texas System"
False,False,True,False,False,False,5702679,5702679,2293df021ebe5bec79e50ef35be7b871,2293df021ebe5bec79e50ef35be7b871,2,,,Kerr-McGee Chemical Corporation
False,False,False,False,True,False,5702767,5702767,4750eaf934c49af6a53615190421740e,4750eaf934c49af6a53615190421740e,2,,,"Complex Fluid Systems, Inc. "
True,False,False,False,False,False,5702818,5702818,ba63daad7af208753ccc1e7383c11281,ba63daad7af208753ccc1e7383c11281,2,,,"Medtronic, Inc."
True,False,False,False,False,False,5702823,5702823,51339fe627b12ecd806e71f5c400e5f5,51339fe627b12ecd806e71f5c400e5f5,2,,,"COBE Laboratories, Inc."
False,False,False,False,True,False,5702902,5702902,539b06e65cf3918f4f97f1976c925d77,539b06e65cf3918f4f97f1976c925d77,2,,,"Millennium Pharmaceuticals, Inc."
False,False,False,False,True,False,5702903,5702903,45aa42f79e7a40ed5fb1f697411616d0,45aa42f79e7a40ed5fb1f697411616d0,2,,,Johns Hopkins Univ. 
False,False,False,False,True,False,5702914,5702914,b9519ecaaa5539279c15631b716522ed,b9519ecaaa5539279c15631b716522ed,2,,,The Salk Institute for Biological Studies
False,False,False,False,True,False,5702931,5702931,67e65a0d6bd2e1b412b7852e62276ecf,67e65a0d6bd2e1b412b7852e62276ecf,2,,,"Berlex Laboratories, Inc. "
False,False,False,True,False,False,5702935,5702935,b2ef7ddcc2e6fdc5688ef30e9dd7f09f,b2ef7ddcc2e6fdc5688ef30e9dd7f09f,2,,,"Albert Einstein College of Medicine of Yeshiva University, a Division of Yeshiva University"
False,False,False,False,True,False,5702940,5702940,545f0b680a7a0ad44c107af17a8898e4,545f0b680a7a0ad44c107af17a8898e4,2,,,"Lockheed Martin Energy Systems, Inc. "
False,False,False,False,True,False,5703001,5703001,8b1d64cca83e36f2fc367163b1d75d24,8b1d64cca83e36f2fc367163b1d75d24,2,,,"Scientific Design Company, Inc."
False,False,False,False,True,False,5703003,5703003,087c8795b690e12ed237366114b2f43d,087c8795b690e12ed237366114b2f43d,6,,,The Unites States of America as represented by the Department of Energy
False,False,False,False,True,False,5703055,5703055,17519b9e5a28aed266f231e8af1949cc,17519b9e5a28aed266f231e8af1949cc,2,,,Vical Incorporated
False,False,False,False,True,False,5703055,5703055,e8c2b860af59deaab140281747beb911,e8c2b860af59deaab140281747beb911,3,,,Wisconsin Alumni Research Foundation
False,False,False,False,True,False,5703056,5703056,b3a5a666fe9f803146544c9988c81cd6,b3a5a666fe9f803146544c9988c81cd6,2,,,Sloan-Kettering Institute for Cancer Research
False,False,False,True,False,False,5703092,5703092,2a3b08f1c2cf741a6367455f29fa255a,2a3b08f1c2cf741a6367455f29fa255a,2,,,The Dupont Merck Pharmaceutical Company
False,False,False,True,False,False,5703129,5703129,caaec69dfabc67650980b9c6d8f3a434,caaec69dfabc67650980b9c6d8f3a434,2,,,Bristol-Myers Squibb Company
False,False,False,False,True,False,5703133,5703133,b9bed5c26d82998aae60c288b0ce44c8,b9bed5c26d82998aae60c288b0ce44c8,2,,,Exxon Research & Engineering Co.
False,False,False,False,True,False,5703136,5703136,300784c3ad83d47581cc8ccfdb478491,300784c3ad83d47581cc8ccfdb478491,3,,,Imperial Chemical Industries PLC
False,False,False,False,True,False,5703220,5703220,8f84a724ea3e6a537bf007d1dde37f32,8f84a724ea3e6a537bf007d1dde37f32,2,,,The Regents of the University of Michigan
False,False,False,False,True,False,5703254,5703254,708dfd1900b6b4256c556ab31d958e2a,708dfd1900b6b4256c556ab31d958e2a,2,,,Arco Chemical Technology L.P.
False,False,False,False,True,False,5705151,5705151,3a2e0f70b0c2f0634bb731fadc089695,3a2e0f70b0c2f0634bb731fadc089695,2,,,National Jewish Center For Immunology and Respiratory Medicine
False,False,False,False,True,False,5705163,5705163,2a167173169e26bb2c6401e499431ea8,2a167173169e26bb2c6401e499431ea8,6,,,The Government of the United States as represented by the Secretary of the Department of Health and Human Services
False,False,True,False,False,False,5705291,5705291,6b3e4d55ee03126885ee486e34763f8a,6b3e4d55ee03126885ee486e34763f8a,2,,,"Bell Communications Research, Inc."
